"DyadId","ConflictId","Year","Location","GWNoLoc","SideA","GWNoA","SideA2nd","GWNoA2nd","SideB","SideBID","SideB2nd","Incompatibility","TerritoryName","IntensityLevel","TypeOfConflict","rebel_age","origin","origin.name","parent.org.subset","splinter.source","ideology","extraterritorial","rebpolwing","rebpolwinglegal","rebestimate","rebestlow","rebesthigh","rebstrength","centcontrol","strengthcent","mobcap","armsproc","fightcap","terrcont","terrname","effterrcont","conflicttype","transconstsupp","rebextpart","rebpresosts","presname","rebel.support","rtypesup","rsupname","gov.support","gtypesup","gsupname","govextpart","type.of.termination","prevactive","rebpolwing_bin","transconstsupp_bin","rebextpart_bin","rebpresosts_bin","rebel.support_bin","gov.support_bin","govextpart_bin","conflicttype_recode","duration","tot_eth","tot_eth_countries","eth_claim","eth_recruitment","eth_support","excluded","power_sharing","absolute","reg_aut","upgrade","downgrade","maxsize","minsize","new_ep","monoeth","multieth","noneth","new.joiner","new.splinter","new.alliance","new.mono.alliance","new.multi.alliance","splinter","alliance","joiner","originator","DISAP","KILL","POLPRIS","TORT","Amnesty","State","hathaway","ITT","genocide","rummel","massive_repression","executions","killing","additive","latentmean","latentsd","mtnest","Oil","ethfrac","relfrac","country_ethnic","country_excluded","oilpc","oil.pc.exports","pop","realgdp","rgdppc","area","polity2","mediation","cont_interstate","cont_civil","cont_maxint","external_supporters","loot.dia","loot.gem","loot.gold","loot.oil","loot.drugs","lootable","tot.resource.sites","BdBest"
806,"1-267",2011,"Mauritania","435","Government of Mauritania",435,"","","AQIM",1391,"","government","",1,"internal",12,"splinter","GIA",1,1,"Islamic State",0,"no",NA,650,300,1000,"weaker","yes","moderate","low","low","low","no",NA,NA,"civil war","no","no","no","no","no",NA,NA,NA,"military","France; Mali; Niger; Algeria; USA","no",NA,0,0,0,0,0,0,NA,0,"civil war",472,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,3,2,NA,NA,0,NA,NA,NA,0,2,0.479285430507984,0.232281571670269,NA,NA,NA,NA,3,0,5550.1812818508,5.05526186213103,3541.54,6945.08,1961.04,1030700,-2,0,0,2,1,0,1,0,1,0,0,1,6,26
807,"1-91",2010,"Chad","483","Government of Chad",483,"","","PFNR",1997,"","government","",1,"internal",0,"splinter","UFR",1,0,"Regime Change",0,"no",NA,NA,NA,NA,"much weaker","yes","moderate","low","low","low","no",NA,NA,"ethnic conflict","no","no","no","no","no",NA,NA,"no",NA,NA,"no",NA,1,0,0,0,0,0,0,0,"identity",251,0,1,0,1,0,0,0,0,0,NA,NA,NA,NA,0,0,0,1,0,1,0,0,0,1,0,0,0,2,1,1,0,4,4,NA,NA,0,NA,NA,NA,0,4,-0.677494548322956,0.223737580305637,NA,NA,NA,NA,6,2,18585.1067508227,NA,11227.21,19325.24,1721.29,1259200,-2,0,0,2,2,0,1,0,1,1,0,1,8,42
808,"1-113",2010,"Sudan","625","Government of Sudan",625,"","","SSDM/A",1993,"","government","",1,"internal",0,"splinter","SPLA",1,1,"Regime Change",0,"explicit link","yes",2000,2000,2000,"much weaker","yes","high","low","low","low","no",NA,NA,"civil war","no","no","no","no","no",NA,NA,"no",NA,NA,"no",NA,0,1,0,0,0,0,0,0,"civil war",610,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,5,5,NA,NA,1,NA,NA,NA,0,1,-2.28742001723796,0.262367939381301,NA,NA,NA,NA,16,14,18836.1511684115,94.4112674282256,34533.92,79086.48,2290.11,2376000,-2,0,0,5,1,0,0,0,1,1,0,1,3,90
808,"1-113",2011,"Sudan","625","Government of Sudan",625,"","","SSDM/A",1993,"","government","",1,"internal",1,"splinter","SPLA",1,1,"Regime Change",0,"explicit link","yes",2000,2000,2000,"much weaker","yes","high","low","low","low","no",NA,NA,"civil war","no","no","no","no","no",NA,NA,"no",NA,NA,"no",NA,0,1,0,0,0,0,0,0,"civil war",610,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,5,5,NA,NA,1,NA,NA,NA,1,1,-2.2931418759455,0.266144298205676,NA,NA,NA,NA,16,14,31813.0942963666,90.8617473489962,35390.66,81693.04,2308.32,2376000,-2,0,0,7,2,0,0,0,1,1,0,1,3,492
809,"1-200",2010,"Tajikistan","702","Government of Tajikistan",702,"","","IMU",1202,"","government","",1,"internal",11,"religious organization","Adolat",0,1,"Islamist",0,"no",NA,1000,1000,1000,"weaker","yes","moderate","low","low","low","no",NA,NA,"civil war","no","no","no","no","no",NA,NA,"no",NA,NA,"no",NA,0,0,0,0,0,0,0,0,"civil war",468,3,1,0,3,0,2,0,1,0,0,0,0.8,0.008,1,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,0,2,2,NA,NA,0,NA,NA,NA,0,4,0.585261770107171,0.220495698726969,NA,NA,NA,NA,5,4,39.006949533096,NA,6878.64,21205.8,3082.85,139960,-3,0,0,1,2,0,0,1,1,1,0,1,12,66
809,"1-200",2011,"Tajikistan","702","Government of Tajikistan",702,"","","IMU",1202,"","government","",1,"internal",12,"religious organization","Adolat",0,1,"Islamist",0,"no",NA,1000,1000,1000,"weaker","yes","moderate","low","low","low","no",NA,NA,"civil war","no","no","no","no","no",NA,NA,"no",NA,NA,"no",NA,0,0,0,0,0,0,0,0,"civil war",468,3,1,0,3,0,2,0,1,0,0,0,0.8,0.008,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,0,3,2,NA,NA,0,NA,NA,NA,0,4,0.465633760966365,0.229980096630413,NA,NA,NA,NA,5,4,57.9715825230151,NA,6976.96,22111.82,3169.26,139960,-3,0,0,1,2,0,0,1,1,1,0,1,12,28
810,"1-50",1955,"Argentina","160","Government of Argentina",160,"","","Military faction (forces of Samuel Toranzo Calderón)",1998,"","government","",1,"internal",0,"military faction","",1,0,"Coup",0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"coup d'etat",NA,"no","no","","no",NA,"","no",NA,"","no","government victory",0,0,NA,0,0,0,0,0,"coup d'etat",0,0,1,0,0,1,0,0,0,0,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0.282273190121457,0.551929949026176,28.399995803833,0,0.307319164276123,0.151199996471405,2,1,NA,NA,18944.44,41970.02,2215.43,NA,-6,0,0,0,-Inf,NA,0,0,1,1,0,1,29,NA
811,"1-268",1991,"Ethiopia","530","Government of Ethiopia",530,"","","IGLF",2000,"","territory","Hararghe",1,"internal",0,"splinter","WSLF",1,0,"Secessionist",0,"explicit link","yes",NA,NA,NA,"much weaker","yes","low","low","low","low","no",NA,NA,"ethnic conflict","yes","no","no",NA,"no",NA,NA,"no",NA,NA,"no","low activity",0,1,1,0,0,0,0,0,"identity",0,1,1,1,1,0,1,0,0,0,0,0,0.0379,0.0379,1,1,0,0,0,1,0,0,0,1,0,0,0,NA,NA,NA,NA,4,4,5,NA,0,NA,NA,NA,1,NA,-1.45602579448886,0.224320259896597,70.3999862670898,0,0.693593263626099,0.612200021743774,11,10,0,NA,49998.85,28204.33,564.1,1101000,0,1,0,3,2,0,0,1,1,0,1,1,5,100
812,"1-113",2011,"Sudan","625","Government of Sudan",625,"","","SPLM/A-North",2008,"","government","",1,"internal",0,"splinter","SPLM/A",1,0,"Communist",0,"explicit link","yes",47000,47000,47000,"weaker","yes","high","moderate","moderate","moderate","no",NA,NA,"civil war","explicit","alleged","some",NA,NA,"non-military","South Sudan","no",NA,NA,"no",NA,0,1,1,1,1,NA,0,0,"civil war",198,1,1,1,1,0,1,0,0,0,0,0,0.05,0.05,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,5,5,NA,NA,1,NA,NA,NA,1,1,-2.2931418759455,0.266144298205676,NA,NA,NA,NA,16,14,31813.0942963666,90.8617473489962,35390.66,81693.04,2308.32,2376000,-2,0,0,7,2,0,0,0,1,1,0,1,3,217
813,"1-113",2011,"Sudan","625","Government of Sudan",625,"","","SSLM/A",2009,"","government","",1,"internal",0,"splinter","SPLA; SSDF",1,0,"Secessionist",0,"no",NA,NA,NA,NA,"weaker","yes","low","moderate","moderate","moderate","yes","Parts of South Sudan","low","civil war","no","no","no",NA,"no",NA,NA,"no",NA,NA,"no",NA,0,0,0,0,0,0,0,0,"civil war",281,1,1,0,1,0,1,0,0,0,0,0,0.05,0.05,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,5,5,NA,NA,1,NA,NA,NA,1,1,-2.2931418759455,0.266144298205676,NA,NA,NA,NA,16,14,31813.0942963666,90.8617473489962,35390.66,81693.04,2308.32,2376000,-2,0,0,7,2,0,0,0,1,1,0,1,3,320
815,"1-269",2011,"Sudan","625","Government of Sudan",625,"","","Republic of South Sudan",2014,"","territory","Abyei",1,"internal",0,"civilian gov","",0,0,"Secessionist",0,"explicit link","yes",194000,194000,194000,"parity","yes","high","moderate","low","moderate","yes","South Sudan","high","civil war","no","no","no",NA,"no",NA,NA,"no",NA,NA,"no","decolonization",0,1,0,0,0,0,0,0,"civil war",69,4,1,4,4,4,3,1,0,1,0,0,0.1,0.01,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,5,NA,NA,1,NA,NA,NA,1,1,-2.2931418759455,0.266144298205676,NA,NA,NA,NA,16,14,31813.0942963666,90.8617473489962,35390.66,81693.04,2308.32,2376000,-2,0,0,7,2,0,0,0,1,1,0,1,3,145
818,"1-270",2011,"South Sudan","626","Government of South Sudan",626,"","","SSDM/A",1993,"","government","",1,"internal",1,"splinter","SPLA",1,1,"Regime Change",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,4,5,NA,NA,0,NA,NA,NA,0,NA,-1.4949435837469,0.275074025649201,NA,NA,NA,NA,10,8,82516.8419873407,NA,10381.11,14576,1404.09,NA,-4,0,0,7,2,0,NA,NA,NA,NA,NA,NA,NA,99
819,"1-270",2011,"South Sudan","626","Government of South Sudan",626,"","","SSLM/A",2009,"","government","",1,"internal",0,"splinter","SPLA; SSDF",1,0,"Secessionist",0,"no",NA,NA,NA,NA,"weaker","yes","low","moderate","moderate","moderate","yes","Parts of South Sudan","low","civil war","no","no","extensive",NA,NA,"military","Sudan","no",NA,NA,"no",NA,0,0,0,0,1,NA,0,0,"civil war",63,1,1,1,1,0,0,1,0,0,NA,NA,0.2,0.2,1,1,0,0,0,1,0,0,0,1,0,0,0,NA,NA,NA,NA,4,5,NA,NA,0,NA,NA,NA,0,NA,-1.4949435837469,0.275074025649201,NA,NA,NA,NA,10,8,82516.8419873407,NA,10381.11,14576,1404.09,NA,-4,0,0,7,2,0,NA,NA,NA,NA,NA,NA,NA,111
819,"1-270",2012,"South Sudan","626","Government of South Sudan",626,"","","SSLM/A",2009,"","government","",1,"internal",1,"splinter","SPLA; SSDF",1,0,"Secessionist",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,0,1,0,0,0,0,0.2,0.2,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,4,4,NA,NA,0,NA,NA,NA,1,NA,-1.58840688072611,0.261318786161266,NA,NA,NA,NA,10,8,6077.9820190379,NA,NA,NA,NA,NA,-4,0,0,5,2,0,NA,NA,NA,NA,NA,NA,NA,137
820,"1-225",2011,"Ivory Coast","437","Government of Ivory Coast",437,"","","FDSI-CI",2010,"","government","",1,"internal",0,"military faction","",0,0,"Political Grievance",0,"no",NA,500,500,500,"weaker","yes","moderate","low","moderate","moderate","yes","Northern parts of Abidjan","moderate","civil war","no","no","no",NA,"no",NA,NA,"no",NA,NA,"no",NA,0,0,0,0,0,0,0,0,"civil war",354,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,5,4,NA,NA,0,NA,NA,NA,1,2,-1.01376396461183,0.233489470020009,NA,NA,NA,NA,5,0,4553.26946226689,25.6602891410214,20152.89,24076.49,1194.69,318000,4,0,0,0,-Inf,0,1,0,1,0,0,1,20,35
823,"1-271",2011,"Libya","620","Government of Libya",620,"","","NTC",2011,"","government","",2,"internal",0,"alliance","",0,0,"Regime Change",0,"explicit link","no",NA,NA,NA,"weaker","yes","moderate","moderate","moderate","moderate","yes","Much of Libya, esp. Eastern","moderate","civil war","explicit","minor","no",NA,NA,"military","Egypt; France; Italy; Poland; Qatar;  Sudan; UAE; UK; USA; NATO forces","no",NA,NA,"no",NA,0,1,1,1,0,NA,0,0,"civil war",206,1,1,0,1,1,0,0,1,0,0,0,0.844,0.844,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,5,5,NA,NA,0,NA,NA,NA,1,0,-1.20410372175753,0.247425875258466,NA,NA,NA,NA,4,3,275700.611419021,NA,8796,31835.66,3619.33,1759540,0,0,0,3,2,0,0,0,0,1,0,1,7,1602
825,"1-271",2011,"Libya","620","Government of Libya",620,"","","Forces of Muammar Gaddafi",2012,"","government","",1,"internal",0,"civilian gov","",0,0,"Restore Government",0,"explicit link","no",NA,NA,NA,"weaker","yes","high","low","moderate","moderate","yes","Sirte","high","civil war","no","no","no",NA,"no",NA,NA,NA,"military","Egypt; France; Italy; Poland; Qatar;  Sudan; UAE; UK; USA; NATO forces","no",NA,0,1,0,0,0,0,NA,0,"civil war",130,1,1,0,1,1,0,0,1,0,0,0,0.844,0.844,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,5,NA,NA,0,NA,NA,NA,1,0,-1.20410372175753,0.247425875258466,NA,NA,NA,NA,4,3,275700.611419021,NA,8796,31835.66,3619.33,1759540,0,0,0,3,2,0,0,0,0,1,0,1,7,328
826,"1-67",2011,"Myanmar (Burma)","775","Government of Myanmar (Burma)",775,"","","SSPP",2007,"","territory","Shan",1,"internal",0,"political organization","",0,0,"Secessionist",0,"explicit link","yes",3000,3000,3000,"much weaker","yes","moderate","low","low","low","yes","Parts of Shan state","moderate","ethnic conflict","no","no","no",NA,"no",NA,NA,"no",NA,NA,"no",NA,0,1,0,0,0,0,0,0,"identity",293,1,1,1,1,0,1,0,0,1,0,0,0.085,0.085,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,5,4,NA,NA,0,NA,NA,NA,1,1,-1.56372936885064,0.23426300771626,NA,NA,NA,NA,12,11,926.5565783424,NA,61012.65,308584.42,5057.71,653290,-3,0,0,5,2,0,1,1,1,1,1,1,76,141
826,"1-67",2013,"Myanmar (Burma)","775","Government of Myanmar (Burma)",775,"","","SSPP",2007,"","territory","Shan",1,"internal",2,"political organization","",0,0,"Secessionist",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,1,0,0,0,0,0,0.085,0.085,0,1,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,4,NA,NA,0,NA,NA,NA,0,NA,-1.34676488635435,0.301407154119846,NA,NA,NA,NA,12,11,755.649111316545,NA,NA,NA,NA,653080,-3,0,0,6,2,0,1,1,1,1,1,1,76,51
826,"1-67",2015,"Myanmar (Burma)","775","Government of Myanmar (Burma)",775,"","","SSPP",2007,"","territory","Shan",1,"internal",4,"political organization","",0,0,"Secessionist",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.926881478633,NA,NA,NA,NA,653080,NA,0,1,6,2,0,1,1,1,1,1,1,76,75
828,"1-179",2001,"Rwanda","517","Government of Rwanda",517,"","","FDLR",1380,"","government","",2,"internal",0,"splinter","ALIR II",1,0,"Ethnic Grievances",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,0,0,0,0,0,0.84,0.84,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,5,4,NA,6,0,NA,NA,NA,0,3,-1.09393391387872,0.218946635950092,NA,NA,NA,NA,2,1,NA,0.00711314011479816,8456.97,5976.7,706.72,24670,-4,0,0,3,2,2,0,0,1,0,0,1,3,2044
828,"1-179",2002,"Rwanda","517","Government of Rwanda",517,"","","FDLR",1380,"","government","",1,"internal",1,"splinter","ALIR II",1,0,"Ethnic Grievances",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,0,0,0,0,0,0.84,0.84,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,4,4,NA,4,0,NA,NA,NA,0,3,-0.925961836741385,0.215818784742785,NA,NA,NA,NA,2,1,NA,0,8696.38,6989.44,803.72,24670,-4,0,0,2,2,1,0,0,1,0,0,1,3,59
828,"1-179",2009,"Rwanda","517","Government of Rwanda",517,"Government of DR Congo (Zaire) ","490","FDLR",1380,"","government","",2,"internationalized",8,"splinter","ALIR II",1,0,"Ethnic Grievances",0,"explicit link","no",6500,6500,7000,"weaker","yes","low","moderate","low","low","no",NA,NA,"ethnic conflict","explicit","major","extensive","DRC","no",NA,NA,NA,"non-military","USA","no",NA,1,1,1,1,1,0,NA,0,"identity",1075,1,1,1,1,1,1,0,0,0,0,0,0.84,0.84,1,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,2,3,NA,NA,0,NA,NA,NA,1,3,0.229877409641846,0.229541671086919,NA,NA,NA,NA,2,1,NA,0.046689726229984,10311.28,11865.72,1150.75,24670,-3,0,0,1,1,2,0,0,1,0,0,1,3,1824
828,"1-179",2010,"Rwanda","517","Government of Rwanda",517,"Government of DR Congo (Zaire) ","490","FDLR",1380,"","government","",1,"internationalized",9,"splinter","ALIR II",1,0,"Ethnic Grievances",0,"explicit link","no",6500,6500,7000,"weaker","yes","low","moderate","low","low","no",NA,NA,"ethnic conflict","explicit","major","extensive","DRC","no",NA,NA,NA,"non-military","USA","no",NA,1,1,1,1,1,0,NA,0,"identity",1075,1,1,1,1,1,1,0,0,0,0,0,0.84,0.84,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,3,2,NA,NA,0,NA,NA,NA,0,2,0.205223813802012,0.234244111902519,NA,NA,NA,NA,2,1,NA,0.0685305116734628,10624.01,12848.6,1209.39,24670,-4,0,0,1,1,0,0,0,1,0,0,1,3,208
828,"1-179",2011,"Rwanda","517","Government of Rwanda",517,"Government of DR Congo (Zaire) ","490","FDLR",1380,"","government","",1,"internationalized",10,"splinter","ALIR II",1,0,"Ethnic Grievances",0,"explicit link","no",6500,6500,7000,"weaker","yes","low","moderate","low","low","no",NA,NA,"ethnic conflict","explicit","major","extensive","DRC","no",NA,NA,NA,"non-military","USA","no",NA,1,1,1,1,1,0,NA,0,"identity",1075,1,1,1,1,1,1,0,0,0,0,0,0.84,0.84,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,3,3,NA,NA,0,NA,NA,NA,0,2,0.117854092733235,0.243186916760926,NA,NA,NA,NA,2,1,NA,0.0317892658409429,10942.95,13904.56,1270.64,24670,-4,0,0,2,1,0,0,0,1,0,0,1,3,116
828,"1-179",2012,"Rwanda","517","Government of Rwanda",517,"Government of DR Congo (Zaire) ","490","FDLR",1380,"","government","",1,"internationalized",11,"splinter","ALIR II",1,0,"Ethnic Grievances",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,0,0,0,0,0,0.84,0.84,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,2,3,NA,NA,0,NA,NA,NA,0,NA,0.196250291306179,0.275393916167619,NA,NA,NA,NA,2,1,NA,0.024070449348067,NA,NA,NA,24670,-4,0,0,1,1,0,0,0,1,0,0,1,3,83
830,"1-273",2008,"China","710","Government of China",710,"","","ETIM",2041,"","territory","East Turkestan",1,"internal",0,"political organization","",0,0,"Secessionist",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,1,0,0,1,0,0,0.0066,0.0066,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,4,NA,NA,0,NA,NA,NA,1,1,-1.23596084255349,0.225934376181705,NA,NA,NA,NA,37,36,6627.01960389075,2.20549741666138,1305238.49,8642773,6621.6,9388210.8,-7,0,0,11,2,0,1,1,1,1,1,1,99,36
831,"1-86",2012,"DR Congo (Zaire)","490","Government of DR Congo (Zaire) ",490,"","","M23",2045,"Government of Rwanda, Government of Uganda","government","",1,"internationalized",0,"military faction","DRC Army",0,0,"Political Grievance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,1,0,0,0,0,0,0.02,0.02,0,1,0,0,1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,5,5,NA,NA,0,NA,NA,NA,1,NA,-1.98313573710505,0.253126888912691,NA,NA,NA,NA,13,10,810.111455955464,NA,NA,NA,NA,2267050,5,0,1,3,1,0,1,0,1,1,0,1,43,660
831,"1-86",2013,"DR Congo (Zaire)","490","Government of DR Congo (Zaire) ",490,"","","M23",2045,"Government of Rwanda","government","",2,"internationalized",1,"military faction","DRC Army",0,0,"Political Grievance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,1,0,0,0,0,0,0.02,0.02,0,1,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,5,NA,NA,0,NA,NA,NA,1,NA,-2.01229265913272,0.292903373140981,NA,NA,NA,NA,13,10,646.862958519377,NA,NA,NA,NA,2267050,5,0,0,3,1,0,1,0,1,1,0,1,43,1152
832,"1-222",2012,"Central African Republic","482","Government of Central African Republic",482,"Government of Chad","483","Seleka",2044,"","government","",1,"internationalized",0,"alliance","CPJP; UFDR; CPSK",0,0,"Regime Change",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,1,NA,NA,0,1,0,0,NA,NA,NA,NA,3,5,NA,NA,0,NA,NA,NA,0,NA,-1.55313797292878,0.261333776967483,NA,NA,NA,NA,5,1,NA,0.0468752745405815,NA,NA,NA,622980,-1,1,1,3,2,0,1,0,1,0,0,1,29,45
832,"1-222",2013,"Central African Republic","482","Government of Central African Republic",482,"Government of South Africa","560","Seleka",2044,"","government","",1,"internationalized",1,"alliance","CPJP; UFDR; CPSK",0,0,"Regime Change",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,5,NA,NA,1,NA,NA,NA,1,NA,-1.93779015843089,0.29982949495851,NA,NA,NA,NA,5,1,NA,0.0935961949489486,NA,NA,NA,622980,0,0,0,4,2,0,1,0,1,0,0,1,29,104
833,"1-113",2011,"Sudan","625","Government of Sudan",625,"","","SRF",2047,"","government","",1,"internal",0,"alliance","JEM; SLM/A; SPLM/A - North; SLM/A - MM",0,0,"Political Grievance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,5,5,NA,NA,1,NA,NA,NA,1,1,-2.2931418759455,0.266144298205676,NA,NA,NA,NA,16,14,31813.0942963666,90.8617473489962,35390.66,81693.04,2308.32,2376000,-2,0,0,7,2,0,0,0,1,1,0,1,3,67
833,"1-113",2012,"Sudan","625","Government of Sudan",625,"","","SRF",2047,"","government","",2,"internal",1,"alliance","JEM; SLM/A; SPLM/A - North; SLM/A - MM",0,0,"Political Grievance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,5,5,NA,NA,0,NA,NA,NA,1,NA,-2.227586557838,0.269657688330124,NA,NA,NA,NA,9,8,9679.53247311457,NA,NA,NA,NA,2376000,NA,0,1,4,1,0,0,0,1,1,0,1,3,1173
833,"1-113",2013,"Sudan","625","Government of Sudan",625,"","","SRF",2047,"","government","",1,"internal",2,"alliance","JEM; SLM/A; SPLM/A - North; SLM/A - MM",0,0,"Political Grievance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,5,NA,NA,0,NA,NA,NA,1,NA,-2.17504453600829,0.305629362505885,NA,NA,NA,NA,9,8,8045.73310999251,NA,NA,NA,NA,2376000,NA,0,0,4,1,0,0,0,1,1,0,1,3,593
