"SideBID","DyadId","ConflictId","Year","Location","GWNoLoc","SideA","GWNoA","SideA2nd","GWNoA2nd","SideB","SideB2nd","Incompatibility","TerritoryName","IntensityLevel","TypeOfConflict","rebel_age","origin","origin.name","parent.org.subset","splinter.source","ideology","delete","extraterritorial","rebpolwing","rebpolwinglegal","rebestimate","rebestlow","rebesthigh","rebstrength","centcontrol","strengthcent","mobcap","armsproc","fightcap","terrcont","terrname","effterrcont","conflicttype","transconstsupp","rebextpart","rebpresosts","presname","rebel.support","rtypesup","rsupname","gov.support","gtypesup","gsupname","govextpart","type.of.termination","prevactive","rebpolwing_bin","transconstsupp_bin","rebextpart_bin","rebpresosts_bin","rebel.support_bin","gov.support_bin","govextpart_bin","conflicttype_recode","duration","tot_eth","tot_eth_countries","eth_claim","eth_recruitment","eth_support","excluded","power_sharing","absolute","reg_aut","upgrade","downgrade","maxsize","minsize","monoeth","multieth","noneth","lag_year","new.ep1","new.joiner","new.splinter","new.alliance","new.mono.alliance","new.multi.alliance","splinter","alliance","joiner","originator","DISAP","KILL","POLPRIS","TORT","Amnesty","State","hathaway","ITT","genocide","rummel","massive_repression","executions","killing","additive","latentmean","latentsd","mtnest","Oil","ethfrac","relfrac","country_ethnic","country_excluded","oilpc","oil.pc.exports","pop","realgdp","rgdppc","area","polity2","mediation","cont_interstate","cont_civil","cont_maxint","external_supporters","loot.dia","loot.gem","loot.gold","loot.oil","loot.drugs","lootable","tot.resource.sites","BdBest"
1404,55,"1-219",1977,"Ethiopia","530","Government of Ethiopia",530,"","","OLF","","territory","Oromiya",1,"internal",0,"political organization","",0,0,"Secessionist",NA,0,"explicit link","no",7000,7000,7000,"much weaker","yes","moderate","low","low","low","yes","Parts of Oromiya","low","civil war","no","no","some","Somalia","no",NA,"",NA,"military","USSR; Cuba; Israel","no",NA,0,1,0,0,1,0,NA,0,"civil war",6938,1,1,1,1,0,1,0,0,0,0,0,0.2907,0.2907,1,0,0,NA,NA,NA,0,0,0,0,0,0,0,1,NA,NA,NA,NA,5,4,NA,NA,1,1,1,1,NA,NA,-2.59807037473626,0.264394215506316,70.3999862670898,0,0.693593263626099,0.612200021743774,11,10,NA,NA,33903.62,20146.19,594.22,1101000,-7,0,0,0,NA,0,0,1,1,0,1,1,5,NA
1406,17,"1-222",2001,"Central African Republic","482","Government of Central African Republic",482,"Government of Libya","620","Military faction (forces of André Kolingba)","","government","",1,"internationalized",0,"military faction","",1,0,"Coup",NA,0,"no",NA,600,600,600,"weaker",NA,NA,NA,NA,"low","no",NA,NA,"coup d'etat","no","major","no","","no",NA,"",NA,"troops","Libya","minor","government victory",0,0,0,1,0,0,NA,1,"coup d'etat",9,1,1,1,1,1,0,1,0,0,0,0,0.04,0.04,1,0,0,NA,NA,NA,0,0,0,0,0,0,NA,NA,2,0,0,0,4,4,NA,6,0,NA,NA,NA,1,2,-0.708578575807913,0.219563470405878,NA,NA,NA,NA,5,1,NA,0.0755313351204873,3767.07,2484.23,659.46,622980,5,1,0,3,2,0,1,0,1,0,0,1,29,234
1407,287,"1-222",2002,"Central African Republic","482","Government of Central African Republic",482,"","","Forces of Francois Bozize","","government","",1,"internal",0,"military faction","",1,1,"Coup",NA,0,"no",NA,1000,1000,1000,"weaker","yes","high","high",NA,"high","no",NA,NA,"civil war","no","no","some","Chad","alleged","military","Chad",NA,"troops","Libya","major","rebel victory",0,0,0,0,1,1,NA,1,"civil war",102,1,1,0,0,0,0,1,0,0,0,0,0.33,0.33,1,0,0,2001,0,1,0,0,0,0,0,0,1,0,2,0,2,0,3,3,NA,6,0,NA,NA,NA,0,4,-0.62874099244882,0.217987648462158,NA,NA,NA,NA,5,2,NA,0.00959035441791005,3829.24,2475.42,646.45,622980,5,1,0,3,2,1,1,0,1,0,0,1,29,132
1408,628,"1-222",2006,"Central African Republic","482","Government of Central African Republic",482,"Government of France","220","UFDR","","government","",1,"internationalized",0,"splinter","Forces of Francois Bozize",1,0,"Ethnic Grievances",NA,0,"no",NA,200,150,200,"weaker","yes",NA,NA,NA,NA,"no",NA,NA,"ethnic conflict","no","no","no",NA,"no",NA,NA,NA,"military","France","no","low activity",0,0,0,0,0,0,NA,0,"identity",62,1,1,1,1,1,1,0,0,0,0,0,0.003,0.003,1,0,0,2002,1,0,1,0,0,0,1,0,0,0,2,0,1,0,4,5,NA,NA,0,NA,NA,NA,1,3,-1.16451199957299,0.241338102785399,NA,NA,NA,NA,5,2,NA,0.0134902065253981,4087.53,2369.31,579.64,622980,-1,1,0,3,2,0,1,0,1,0,0,1,29,45
1409,245,"1-225",2003,"Ivory Coast","437","Government of Ivory Coast",437,"","","MJP","","government","",1,"internal",0,"sponsorship","",0,0,"Regime Change",NA,0,"no",NA,300,300,300,"much weaker","yes","moderate","low","moderate","moderate","yes","western Cote D'Ivoire","low","civil war",NA,"alleged","no","","alleged","military","Burkina Faso; Liberia","alleged","military","Angola; Ghana; France","no","rebels absorbed",0,0,NA,1,0,1,1,0,"civil war",393,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,1,2003,0,1,0,0,0,0,0,0,1,0,1,0,1,0,4,4,NA,6,0,NA,NA,NA,1,2,-1.30171034255307,0.228145320212739,NA,NA,NA,NA,5,0,686.814564920033,9.32535206458534,17455.5,25798.54,1477.96,318000,0,1,0,1,2,1,1,0,1,0,0,1,20,44
1410,89,"1-225",2002,"Ivory Coast","437","Government of Ivory Coast",437,"","","MPCI","","government","",1,"internal",0,"military faction","NCOs",1,0,"Regime Change",NA,0,"explicit link","yes",8500,7000,10000,"parity","yes","high","moderate","moderate","moderate","yes","northern and central Cote D'Ivoire","low","civil war",NA,"no","no","","alleged","military","Burkina Faso; Liberia","alleged","military","Angola; Ghana; France","no","rebels absorbed",0,1,NA,0,0,1,1,0,"civil war",103,1,1,1,1,1,1,0,0,0,0,0,0.34,0.34,1,0,0,NA,NA,NA,0,0,0,0,0,0,NA,NA,1,0,1,1,4,4,NA,6,0,NA,NA,NA,1,3,-1.10911337943335,0.221775133483765,NA,NA,NA,NA,5,1,451.305976388246,11.4323583545698,17180.65,26938.21,1567.94,318000,0,1,0,1,1,1,1,0,1,0,0,1,20,543
1411,91,"1-225",2002,"Ivory Coast","437","Government of Ivory Coast",437,"","","MPIGO","","government","",1,"internal",0,"sponsorship","",0,0,"Regime Change",NA,0,"no",NA,NA,NA,NA,"much weaker","yes","moderate","low","moderate","moderate","yes","western Cote D'Ivoire","low","civil war",NA,"alleged","no","","alleged","military","Burkina Faso; Liberia","alleged","military","Angola; Ghana; France","no","rebels absorbed",0,0,NA,1,0,1,1,0,"civil war",415,1,1,1,1,0,0,1,0,0,0,0,0.1,0.1,1,0,0,2002,0,1,0,0,0,0,0,0,1,0,1,0,1,1,4,4,NA,6,0,NA,NA,NA,1,3,-1.10911337943335,0.221775133483765,NA,NA,NA,NA,5,1,451.305976388246,11.4323583545698,17180.65,26938.21,1567.94,318000,0,1,0,1,1,1,1,0,1,0,0,1,20,81
1412,439,"1-225",2004,"Ivory Coast","437","Government of Ivory Coast",437,"","","FRCI","","government","",1,"internal",0,"alliance","New Forces; Ivory Coast Army",0,0,"Regime Change",NA,0,"explicit link","yes",25000,25000,25000,"parity","yes","high","moderate","moderate","moderate","yes","northern and central Cote D'Ivoire","low","civil war",NA,"alleged","no",NA,"alleged","military","Bukina Faso,; Liberia","alleged","military","Angola; Ghana; France","no","low activity",1,1,NA,1,0,1,1,0,"civil war",207,2,1,2,2,2,0,2,0,0,0,0,0.34,0.1,0,1,0,2003,0,0,0,1,0,1,0,1,0,0,1,0,1,0,4,5,NA,6,0,NA,NA,NA,1,2,-1.40372848371588,0.233060442951302,NA,NA,NA,NA,5,0,1285.61955283813,18.5662041638257,17731.84,24370.83,1374.41,318000,0,1,0,0,NA,0,1,0,1,0,0,1,20,47
1413,446,"1-249",2004,"Nigeria","475","Government of Nigeria",475,"","","Ahlul Sunnah Jamaa","","territory","Northern Nigeria",1,"internal",0,"political organization","",0,0,"Islamic State",NA,0,"no",NA,1000,200,2000,"weaker","no",NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no",NA,NA,"no","low activity",0,0,NA,NA,NA,0,0,0,NA,365,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,1,NA,NA,NA,0,0,0,0,0,0,NA,NA,1,0,0,0,4,4,NA,6,0,NA,NA,NA,1,1,-1.30970400846044,0.227460884379955,NA,NA,NA,NA,6,3,16037.5850032904,NA,136399.44,175129.34,1283.94,910770,4,1,0,0,NA,0,1,1,1,1,1,1,47,61
1414,473,"1-250",2004,"Nigeria","475","Government of Nigeria",475,"","","NDPVF","","territory","Niger Delta",1,"internal",0,"splinter","IYC",1,0,"Secessionist",NA,0,"no",NA,NA,NA,NA,"weaker","yes","moderate",NA,NA,NA,"no",NA,NA,"secessionist conflict","no","no","no",NA,"no",NA,NA,"no",NA,NA,"no","low activity",0,0,0,0,0,0,0,0,"identity",210,1,1,1,1,0,1,0,0,0,0,0,0.1,0.1,1,0,0,NA,NA,0,1,0,0,0,1,0,0,0,1,0,0,0,4,4,NA,6,0,NA,NA,NA,1,1,-1.30970400846044,0.227460884379955,NA,NA,NA,NA,6,3,16037.5850032904,NA,136399.44,175129.34,1283.94,910770,4,1,0,0,NA,0,1,1,1,1,1,1,47,67
1415,651,"1-254",2007,"DR Congo (Zaire)","490","Government of DR Congo (Zaire) ",490,"","","BDK","","territory","Kongo Kingdom",1,"internal",0,"religious organization","BDK",0,0,"Secessionist",NA,0,"explicit link","yes",NA,NA,NA,"weaker","yes","high","moderate","low","low","yes","villages in Kongo Kingdom","high","secessionist conflict","no","no","no",NA,"no",NA,NA,"no",NA,NA,"no",NA,0,1,0,0,0,0,0,0,"identity",423,1,1,1,1,0,1,0,0,0,0,0,0.103,0.103,1,0,0,NA,NA,NA,0,0,0,0,0,0,0,1,1,0,0,0,5,5,NA,NA,0,NA,NA,NA,1,1,-1.91064669031574,0.235100142698398,NA,NA,NA,NA,13,10,682.961947821998,NA,60772.17,15847.81,260.77,2267050,5,0,0,3,1,0,1,0,1,1,0,1,43,116
1416,749,"1-255",2007,"Niger","436","Government of Niger",436,"","","MNJ","","government","",1,"internal",0,"splinter","FLAA",1,0,"Autonomy; Economic Grievances",NA,0,"no",NA,700,700,700,"weaker","yes","low","moderate","low","low","yes","Parts of Eastern Niger","moderate","civil war","no","no","no",NA,"alleged",NA,"Libya",NA,"military","France","no","low activity",1,0,0,0,0,1,NA,0,"civil war",730,1,1,0,1,0,1,0,0,0,0,0,0.08,0.08,1,0,0,NA,NA,0,1,0,0,0,1,0,0,0,2,1,1,1,3,4,NA,NA,0,NA,NA,NA,0,5,0.284055476114919,0.232385668288083,NA,NA,NA,NA,6,2,NA,2.56506596674102,13945.66,7193.2,515.8,1266700,6,0,0,3,1,0,0,0,1,0,0,1,1,81
1417,98,"1-135",1975,"Morocco","600","Government of Morocco",600,"","","POLISARIO","","territory","Western Sahara",1,"internal",0,"political organization","",0,0,"Secessionist",NA,0,"no",NA,10000,5000,15000,"weaker","yes","moderate","moderate","low","low","yes","Parts of Western Sahara","moderate","secessionist conflict","no","no","extensive","Algeria",NA,"military","Algeria; N. Korea; Libya",NA,"military","USA ","no","low activity",0,0,0,0,1,NA,NA,0,"identity",5378,0,1,1,1,0,0,0,0,0,NA,NA,NA,NA,0,0,1,NA,NA,NA,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,-0.600689722414908,0.283846837298878,46.2000045776367,0,0.534009218215942,0.0198000073432922,2,1,12.171410041934,0.918567303036189,17305,34709.51,2005.75,446300,-9,0,0,0,NA,2,0,0,1,1,1,1,6,NA
1418,692,"1-158",1960,"Cameroon","471","Government of Cameroon",471,"Government of France","220","UPC","","government","",2,"internationalized",3,"splinter","RCD-K-ML",1,0,"Regime Change",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low activity",0,NA,NA,NA,NA,NA,NA,NA,NA,366,2,1,0,2,2,0,2,0,0,NA,NA,0.3125,0.1,0,1,0,1984,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.142976413993277,0.539155652704216,17.7000007629395,0,0.891898572444916,0.639999985694885,4,0,NA,NA,5332,5545.88,1040.11,472710,-6,0,0,0,NA,NA,1,0,1,1,0,1,6,NA
1419,715,"1-59",1957,"Mauritania","435","Government of France",220,"Government of Spain","230","NLA","","territory","Morocco/Mauritania",1,"extrasystemic",0,NA,NA,NA,NA,NA,NA,1,"no",NA,5000,4500,5500,"weaker","yes","moderate","high","low","low","no",NA,NA,"anti-colonial","no","major","extensive","Morocco",NA,"military","Morocco",NA,"military","Spain; France","no","government victory",0,0,0,1,1,NA,NA,0,"identity",413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.254184302713171,0.528995088535671,10.5,0,0.261046767234802,0.185800015926361,4,3,NA,NA,45153.21,373789.91,8278.26,NA,10,0,0,1,1,NA,0,0,1,1,0,1,7,NA
1420,568,"1-131",1975,"Angola","540","Government of Angola",540,"Government of Cuba","40","FNLA","Government of DR Congo (Zaire) , Government of South Africa","government","",1,"internationalized",14,"political organization","FNLA",0,0,"Regime Change; Anti-Communist",NA,0,"explicit link","no",NA,NA,NA,"much weaker","yes","moderate","low","low","low","no",NA,NA,"civil war","no","no","some","S. Africa; Zaire",NA,"troops","S. Africa; Other military support: US; Zaire; Tanzania; Zambia; Israel; Egypt; Saudi Arabia; Kuwait",NA,"troops","Cuba; USSR","no","low activity",1,1,0,0,1,NA,NA,0,"civil war",1511,1,1,0,1,1,1,0,0,0,NA,NA,0.13,0.13,1,0,0,2002,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,NA,NA,-1.38840666577304,0.283308741554823,9.70000076293945,1,0.783281743526459,0.612200021743774,5,4,NA,NA,6637.42,26826.71,4041.74,1246700,-7,0,0,0,NA,4,1,0,1,1,0,1,57,NA
1421,7,"1-131",1975,"Angola","540","Government of Angola",540,"Government of Cuba","40","UNITA","Government of South Africa","government","",2,"internationalized",9,"political organization","UNITA",0,0,"Regime Change; Communist",NA,0,"explicit link","no",3000,2000,3000,"much weaker","yes","high","moderate","low","low","no",NA,NA,"civil war","no","no","some","S. Africa; Zaire",NA,"troops","S. Africa; Other military support: US; Zaire; Tanzania; Zambia; Israel; Egypt; Saudi Arabia; Kuwait",NA,"troops","Cuba; USSR","no",NA,0,1,0,0,1,NA,NA,0,"civil war",1877,1,1,0,1,1,1,0,0,0,NA,NA,0.38,0.38,1,0,0,NA,NA,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,NA,NA,-1.38840666577304,0.283308741554823,9.70000076293945,1,0.783281743526459,0.612200021743774,5,4,NA,NA,6637.42,26826.71,4041.74,1246700,-7,0,0,0,NA,5,1,0,1,1,0,1,57,NA
1577,767,"1-91",2008,"Chad","483","Government of Chad",483,"","","AN ","","government","",1,"internal",0,"alliance","UFDD; RFC",0,0,"Regime Change",NA,0,"no",NA,6000,5500,6500,"weaker","yes","low","low","moderate","moderate","no",NA,NA,"civil war","no","no","some","Sudan",NA,"military","Sudan",NA,"military","France","no","other",1,0,0,0,1,NA,NA,0,"civil war",338,4,1,0,4,0,3,1,0,0,0,0,0.14,0.005,0,1,0,1987,1,0,0,1,0,1,0,1,0,0,1,0,1,0,5,5,NA,NA,0,NA,NA,NA,0,2,-1.10983009536144,0.235240565006321,NA,NA,NA,NA,6,3,29166.4108624999,NA,10653.76,15520.57,1456.82,1259200,-2,0,0,2,1,1,1,0,1,1,0,1,8,991
1578,770,"1-141",2008,"Somalia","520","Government of Somalia",520,"Government of Ethiopia","530","Al-Shabaab","","government","",2,"internationalized",0,"splinter","ARS/UIC",1,0,"Islamic State",NA,0,"explicit link",NA,5000,2500,7500,"parity","yes","moderate","moderate","moderate","moderate","yes","Much of southern and central Somalia, including much of Mogadishu","moderate","civil war","explicit","minor","some","Eritrea",NA,"military","Eritrea",NA,"military","Ethiopia","no",NA,1,1,1,1,1,NA,NA,0,"civil war",1460,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,2008,0,0,1,0,0,0,1,0,0,0,NA,NA,NA,NA,5,5,NA,NA,0,NA,NA,NA,0,NA,-1.64249150422435,0.242850449610483,NA,NA,NA,NA,1,1,NA,NA,8926.18,12080.77,1353.41,627340,0,0,1,2,1,0,NA,NA,NA,NA,NA,NA,NA,1292
1580,462,"1-1",1946,"Bolivia","145","Government of Bolivia",145,"","","Popular Revolutionary Movement","","government","",2,"internal",0,"unorganized","",0,0,"Regime Change",NA,0,"acknowledged link","yes",NA,NA,NA,"parity","yes","moderate","moderate",NA,"moderate","no",NA,NA,"coup d'etat","no","no","no","","no",NA,"","no",NA,"","no","rebel victory",0,1,0,0,0,0,0,0,"coup d'etat",50,1,1,0,1,0,0,0,1,0,NA,NA,0.41,0.41,1,0,0,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.8999977111816,0,0.678132951259613,0.0950000286102295,4,3,NA,NA,NA,NA,NA,NA,-5,0,0,0,NA,NA,1,1,1,1,1,1,53,NA
1581,463,"1-1",1952,"Bolivia","145","Government of Bolivia",145,"","","MNR","","government","",1,"internal",0,"political organization","MNR",0,0,"Regime Change; Leftist",NA,0,"explicit link","yes",NA,NA,NA,"weaker","yes","moderate","moderate",NA,"moderate","no",NA,NA,"coup d'etat","no","no","no","","no",NA,"","no",NA,"","no","rebel victory",0,1,0,0,0,0,0,0,"coup d'etat",3,1,1,0,1,1,0,0,1,0,0,0,0.41,0.41,1,0,0,1946,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0.60158463936229,0.631054575881729,35.8999977111816,0,0.678132951259613,0.0950000286102295,4,3,NA,NA,2797.31,7968.25,2848.54,NA,-4,0,0,0,NA,NA,1,1,1,1,1,1,53,NA
1582,464,"1-1",1967,"Bolivia","145","Government of Bolivia",145,"","","ELN","","government","",1,"internal",0,"sponsorship","",0,1,"Communist",NA,0,"alleged link","no",100,50,200,"much weaker","yes","high","low","moderate","low","no",NA,NA,"communist rebellion","no","no","no","",NA,"military","Cuba",NA,"military","USA","no","government victory",0,1,0,0,0,NA,NA,0,"communist rebellion",229,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,1,1952,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.284229884271351,0.513387231729786,35.8999977111816,0,0.678132951259613,0.0950000286102295,4,3,NA,13.7562148508282,3920.13,11139.32,2841.57,1083300,-4,0,0,0,NA,NA,1,1,1,1,1,1,53,NA
1583,673,"1-22",1947,"Paraguay","150","Government of Paraguay",150,"","","Opposition coalition (Febreristas, Liberals and Communists)","","government","",2,"internal",0,"political organization","",0,0,"Leftist",NA,0,"explicit link","yes",3300,2000,4500,"weaker","yes","high","moderate","moderate","moderate","yes","Concepcion and eastern Paraguay","high","civil war","no","no","no","","no",NA,"","no",NA,"","no","government victory",0,1,0,0,0,0,0,0,"civil war",167,1,1,0,1,0,0,0,1,0,0,0,0.945,0.945,1,0,0,1954,0,1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.10000002384186,0,0.144922375679016,0.180000007152557,2,1,NA,NA,NA,NA,NA,NA,-5,1,0,0,NA,NA,1,0,1,0,0,1,2,NA
1584,671,"1-22",1954,"Paraguay","150","Government of Paraguay",150,"","","Military faction (forces of Alfredo Stroessner)","","government","",1,"internal",0,"military faction","",1,0,"Coup",NA,0,"no",NA,NA,NA,NA,"stronger","yes","high","moderate","high","high","no",NA,NA,"coup d'etat","no","no","no","","no",NA,"","no",NA,"","no","rebel victory",0,0,0,0,0,0,0,0,"coup d'etat",0,1,1,0,1,0,0,0,1,0,0,0,0.945,0.945,1,0,0,1989,0,1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,-0.0296766728946977,0.433507289450665,1.10000002384186,0,0.144922375679016,0.180000007152557,2,1,NA,NA,1643.74,2534.16,1541.71,NA,-9,0,0,0,NA,NA,1,0,1,0,0,1,2,NA
1585,474,"1-22",1989,"Paraguay","150","Government of Paraguay",150,"","","Military faction (forces of Andres Rodriguez)","","government","",1,"internal",0,"military faction","",1,0,"Coup",NA,0,"explicit link","yes",4000,4000,4000,"parity","yes","high","moderate","moderate","high","no",NA,NA,"coup d'etat","no","no","no","","no",NA,"","no",NA,"","no","rebel victory",0,1,0,0,0,0,0,0,"coup d'etat",0,1,1,0,1,0,0,0,1,0,0,0,0.945,0.945,1,0,0,NA,NA,NA,0,0,0,0,0,0,NA,NA,2,2,2,1,2,2,3,NA,0,NA,NA,NA,0,7,-0.11992997563572,0.209894967425005,1.10000002384186,0,0.144922375679016,0.180000007152557,2,1,0,NA,4133.55,13008.12,3146.96,397300,2,0,0,0,NA,0,1,0,1,0,0,1,2,150
1586,581,"1-27",1948,"Costa Rica","94","Government of Costa Rica",94,"","","National Liberation Army","","government","",2,"internal",0,"military faction","",1,0,"Coup",NA,0,"explicit link","no",NA,NA,NA,"stronger","yes","high","high","moderate","moderate","yes","Most of southern Costa Rica","moderate","civil war","no","no","no","","no",NA,"",NA,"troops","Nicaragua; Honduras (military only)","no","rebel victory",0,1,0,0,0,0,NA,0,"civil war",43,1,1,0,0,0,0,0,1,0,0,0,0.937,0.937,1,0,0,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.2000026702881,0,0.071090042591095,0.257799983024597,3,2,NA,NA,NA,NA,NA,NA,10,1,0,0,NA,NA,0,0,1,0,0,1,4,NA
1587,621,"1-36",1949,"Guatemala","90","Government of Guatemala",90,"","","Military faction","","government","",1,"internal",0,"military faction","",1,0,"Coup",NA,0,"no",NA,NA,NA,NA,"weaker","yes","moderate","low","moderate","moderate","no",NA,NA,"coup d'etat","no","no","no","","no",NA,"","no",NA,"","no","government victory",0,0,0,0,0,0,0,0,"coup d'etat",2,0,1,0,0,1,0,0,0,0,NA,NA,NA,NA,0,0,1,1995,0,1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,-0.354407939138134,0.398708501391447,42.0999946594238,0,0.643684148788452,0.373600006103516,4,3,NA,NA,NA,NA,NA,NA,5,0,0,0,NA,NA,0,1,1,1,1,1,9,NA
1588,622,"1-36",1954,"Guatemala","90","Government of Guatemala",90,"","","Forces of Carlos Castillo Armas","","government","",1,"internal",0,"military faction","",1,0,"Coup",NA,0,"no",NA,5500,5000,6000,"parity","yes","moderate","moderate","moderate","moderate","no",NA,NA,"coup d'etat","no","no","extensive","Honduras ",NA,"military","US","no",NA,"","no","rebel victory",0,0,0,0,1,NA,0,0,"coup d'etat",0,1,1,0,0,0,0,0,1,0,0,0,0.48,0.48,1,0,0,1949,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,NA,NA,-1.20264311097827,0.267898674694765,42.0999946594238,0,0.643684148788452,0.373600006103516,4,3,NA,NA,3493.97,6944.58,1987.59,NA,-6,0,0,0,NA,NA,0,1,1,1,1,1,9,NA
1589,624,"1-36",1963,"Guatemala","90","Government of Guatemala",90,"","","FAR I","","government","",1,"internal",0,"alliance","MR-13; PGT",0,1,"Communist",NA,0,"no",NA,NA,NA,NA,"much weaker","yes","moderate","moderate","low","low","no",NA,NA,"civil war","no","no","no",".","no",NA," ",NA,"military","USA","no","low activity",0,0,0,0,0,0,NA,0,"civil war",4201,1,1,0,1,1,0,0,1,0,0,0,0.48,0.48,1,0,0,1954,1,0,0,1,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,-1.51327894496902,0.24684859632975,42.0999946594238,0,0.643684148788452,0.373600006103516,4,3,NA,NA,4663.45,10392.29,2228.46,107160,-5,0,0,0,NA,NA,0,1,1,1,1,1,9,NA
1590,694,"1-36",1970,"Guatemala","90","Government of Guatemala",90,"","","FAR II","","government","",1,"internal",0,"political organization","PGT",0,1,"Communist",NA,0,"no",NA,NA,NA,NA,"much weaker","yes","moderate","moderate","low","low","no",NA,NA,"civil war","no","no","no",".","no",NA," ",NA,"military","USA","no","rebels absorbed",0,0,0,0,0,0,NA,0,"civil war",4382,1,1,0,1,1,0,0,1,0,0,0,0.48,0.48,1,0,0,1981,0,1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,NA,NA,-2.09594237210018,0.23607942973764,42.0999946594238,0,0.643684148788452,0.373600006103516,4,3,NA,0.0325976368698241,5447.69,14958.71,2745.88,107160,1,0,0,0,NA,NA,0,1,1,1,1,1,9,NA
1591,625,"1-36",1975,"Guatemala","90","Government of Guatemala",90,"","","EGP","","government","",1,"internal",0,"splinter","FAR I",1,0,"Communist",NA,0,"no",NA,NA,NA,NA,"much weaker","yes","moderate","moderate","low","low","no",NA,NA,"civil war","no","no","no",".","no",NA," ",NA,"military","USA","no","rebels absorbed",0,0,0,0,0,0,NA,0,"civil war",2556,1,1,1,1,1,1,0,0,0,0,0,0.515,0.515,1,0,0,1981,0,0,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,NA,NA,-2.11130732376122,0.234835884921309,42.0999946594238,0,0.643684148788452,0.373600006103516,4,3,NA,0.0654188502838488,6228.22,18368.19,2949.19,107160,-3,0,0,0,NA,0,0,1,1,1,1,1,9,NA
1592,627,"1-36",1979,"Guatemala","90","Government of Guatemala",90,"","","ORPA","","government","",1,"internal",0,"political organization","",0,0,"Communist",NA,0,"no",NA,NA,NA,NA,"much weaker","yes","moderate","moderate","low","low","no",NA,NA,"civil war","no","no","no",".","no",NA," ",NA,"military","USA","no","rebels absorbed",0,0,0,0,0,0,NA,0,"civil war",1095,1,1,1,1,1,1,0,0,0,0,0,0.515,0.515,1,0,0,1981,0,1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,5,3,NA,NA,1,1,1,0,NA,NA,-2.3657162470023,0.243906253539565,42.0999946594238,0,0.643684148788452,0.373600006103516,4,3,334.609818500411,0.0319510435508404,6867.41,23608.25,3437.72,107160,-5,0,0,1,1,0,0,1,1,1,1,1,9,NA
1593,228,"1-36",1982,"Guatemala","90","Government of Guatemala",90,"","","URNG","","government","",1,"internal",0,"alliance","EGP; ORPA; FARS I; FARS II",0,0,"Communist",NA,0,"no",NA,1500,800,5000,"weaker","yes","moderate","moderate","low","low","no",NA,NA,"civil war","no","no","some","Mexico","no",NA," ",NA,"military","USA","no","peace agreement",1,0,0,0,1,0,NA,0,"civil war",5047,1,1,1,1,1,1,0,0,0,0,0,0.515,0.515,1,0,0,NA,NA,0,0,1,1,0,0,1,0,0,0,0,0,1,5,4,NA,NA,1,1,1,1,NA,1,-2.48871918886844,0.239193868726772,42.0999946594238,0,0.643684148788452,0.373600006103516,4,3,328.14455713318,3.0718004444457,7393.13,24850.16,3361.25,107160,-7,0,0,1,2,0,0,1,1,1,1,1,9,NA
